log,lat,mask,analysed_sst,analysis_error,sea_ice_fraction
122.525,-34.975,1,291.8499934785068,0.7799999825656414,0.0
122.575,-34.975,1,291.8599934782833,0.7799999825656414,0.0
122.625,-34.975,1,291.87999347783625,0.7799999825656414,0.0
122.675,-34.975,1,291.8999934773892,0.7799999825656414,0.0
122.725,-34.975,1,291.9099934771657,0.7799999825656414,0.0
122.775,-34.975,1,291.92999347671866,0.7699999827891588,0.0
122.825,-34.975,1,291.93999347649515,0.7699999827891588,0.0
122.875,-34.975,1,291.93999347649515,0.7699999827891588,0.0
122.925,-34.975,1,291.93999347649515,0.7699999827891588,0.0
122.975,-34.975,1,291.92999347671866,0.7699999827891588,0.0
123.025,-34.975,1,291.92999347671866,0.7699999827891588,0.0
123.075,-34.975,1,291.9099934771657,0.7599999830126762,0.0
123.125,-34.975,1,291.88999347761273,0.7599999830126762,0.0
123.175,-34.975,1,291.8599934782833,0.7599999830126762,0.0
123.225,-34.975,1,291.8399934787303,0.7599999830126762,0.0
123.275,-34.975,1,291.81999347917736,0.7599999830126762,0.0
123.325,-34.975,1,291.7999934796244,0.7499999832361937,0.0
123.375,-34.975,1,291.7799934800714,0.7499999832361937,0.0
123.425,-34.975,1,291.75999348051846,0.7499999832361937,0.0
123.475,-34.975,1,291.7399934809655,0.7499999832361937,0.0
123.525,-34.975,1,291.70999348163605,0.7499999832361937,0.0
123.575,-34.975,1,291.6799934823066,0.7499999832361937,0.0
123.625,-34.975,1,291.64999348297715,0.7399999834597111,0.0
123.675,-34.975,1,291.6199934836477,0.7399999834597111,0.0
123.725,-34.975,1,291.5699934847653,0.7399999834597111,0.0
123.775,-34.975,1,291.53999348543584,0.7399999834597111,0.0
123.825,-34.975,1,291.5099934861064,0.7399999834597111,0.0
123.875,-34.975,1,291.47999348677695,0.7399999834597111,0.0
123.925,-34.975,1,291.4499934874475,0.7399999834597111,0.0
123.975,-34.975,1,291.42999348789454,0.7299999836832285,0.0
124.025,-34.975,1,291.41999348811805,0.7299999836832285,0.0
124.075,-34.975,1,291.3999934885651,0.7299999836832285,0.0
124.125,-34.975,1,291.3899934887886,0.7299999836832285,0.0
124.175,-34.975,1,291.3799934890121,0.7299999836832285,0.0
124.225,-34.975,1,291.35999348945916,0.7299999836832285,0.0
124.275,-34.975,1,291.3399934899062,0.7299999836832285,0.0
124.325,-34.975,1,291.3299934901297,0.7199999839067459,0.0
124.375,-34.975,1,291.3199934903532,0.7199999839067459,0.0
124.425,-34.975,1,291.30999349057674,0.7199999839067459,0.0
124.475,-34.975,1,291.29999349080026,0.7199999839067459,0.0
124.525,-34.975,1,291.29999349080026,0.7199999839067459,0.0
124.575,-34.975,1,291.29999349080026,0.7199999839067459,0.0
124.625,-34.975,1,291.2899934910238,0.7199999839067459,0.0
124.675,-34.975,1,291.29999349080026,0.7199999839067459,0.0
124.725,-34.975,1,291.2899934910238,0.7099999841302633,0.0
124.775,-34.975,1,291.29999349080026,0.7099999841302633,0.0
124.825,-34.975,1,291.2899934910238,0.7099999841302633,0.0
124.875,-34.975,1,291.29999349080026,0.7099999841302633,0.0
124.925,-34.975,1,291.2899934910238,0.7099999841302633,0.0
124.975,-34.975,1,291.29999349080026,0.7099999841302633,0.0
125.025,-34.975,1,291.29999349080026,0.7099999841302633,0.0
125.075,-34.975,1,291.29999349080026,0.7099999841302633,0.0
125.125,-34.975,1,291.2899934910238,0.7099999841302633,0.0
125.175,-34.975,1,291.2899934910238,0.6999999843537807,0.0
125.225,-34.975,1,291.2799934912473,0.6999999843537807,0.0
125.275,-34.975,1,291.25999349169433,0.6999999843537807,0.0
125.325,-34.975,1,291.24999349191785,0.6999999843537807,0.0
125.375,-34.975,1,291.2299934923649,0.6999999843537807,0.0
125.425,-34.975,1,291.2299934923649,0.6999999843537807,0.0
125.475,-34.975,1,291.2199934925884,0.6999999843537807,0.0
125.525,-34.975,1,291.2099934928119,0.6999999843537807,0.0
125.575,-34.975,1,291.2099934928119,0.6999999843537807,0.0
125.625,-34.975,1,291.19999349303544,0.6999999843537807,0.0
125.675,-34.975,1,291.18999349325895,0.6899999845772982,0.0
125.725,-34.975,1,291.18999349325895,0.6899999845772982,0.0
125.775,-34.975,1,291.19999349303544,0.6899999845772982,0.0
125.825,-34.975,1,291.19999349303544,0.6899999845772982,0.0
125.875,-34.975,1,291.2099934928119,0.6899999845772982,0.0
125.925,-34.975,1,291.2099934928119,0.6899999845772982,0.0
125.975,-34.975,1,291.2199934925884,0.6899999845772982,0.0
126.025,-34.975,1,291.2199934925884,0.6899999845772982,0.0
126.075,-34.975,1,291.2199934925884,0.6899999845772982,0.0
126.125,-34.975,1,291.2199934925884,0.6899999845772982,0.0
126.175,-34.975,1,291.2099934928119,0.6899999845772982,0.0
126.225,-34.975,1,291.19999349303544,0.6899999845772982,0.0
126.275,-34.975,1,291.17999349348247,0.6899999845772982,0.0
126.325,-34.975,1,291.169993493706,0.6899999845772982,0.0
126.375,-34.975,1,291.149993494153,0.6899999845772982,0.0
126.425,-34.975,1,291.13999349437654,0.6899999845772982,0.0
126.475,-34.975,1,291.1199934948236,0.6899999845772982,0.0
126.525,-34.975,1,291.1099934950471,0.6999999843537807,0.0
126.575,-34.975,1,291.0899934954941,0.6999999843537807,0.0
126.625,-34.975,1,291.07999349571764,0.6999999843537807,0.0
126.675,-34.975,1,291.0499934963882,0.6999999843537807,0.0
126.725,-34.975,1,291.0399934966117,0.6999999843537807,0.0
126.775,-34.975,1,291.02999349683523,0.6999999843537807,0.0
126.825,-34.975,1,291.02999349683523,0.6999999843537807,0.0
126.875,-34.975,1,291.02999349683523,0.6999999843537807,0.0
126.925,-34.975,1,291.02999349683523,0.6999999843537807,0.0
126.975,-34.975,1,291.0399934966117,0.6999999843537807,0.0
127.025,-34.975,1,291.0499934963882,0.6999999843537807,0.0
127.075,-34.975,1,291.06999349594116,0.6999999843537807,0.0
127.125,-34.975,1,291.0899934954941,0.6999999843537807,0.0
127.175,-34.975,1,291.1099934950471,0.6999999843537807,0.0
127.225,-34.975,1,291.12999349460006,0.6999999843537807,0.0
127.275,-34.975,1,291.149993494153,0.6999999843537807,0.0
127.325,-34.975,1,291.169993493706,0.6999999843537807,0.0
127.375,-34.975,1,291.19999349303544,0.6999999843537807,0.0
127.425,-34.975,1,291.2199934925884,0.6999999843537807,0.0
127.475,-34.975,1,291.23999349214137,0.6999999843537807,0.0
127.525,-34.975,1,291.24999349191785,0.6999999843537807,0.0
127.575,-34.975,1,291.24999349191785,0.6999999843537807,0.0
127.625,-34.975,1,291.25999349169433,0.6999999843537807,0.0
127.675,-34.975,1,291.2799934912473,0.6999999843537807,0.0
127.725,-34.975,1,291.2899934910238,0.6999999843537807,0.0
127.775,-34.975,1,291.29999349080026,0.7099999841302633,0.0
127.825,-34.975,1,291.3199934903532,0.7099999841302633,0.0
127.875,-34.975,1,291.3299934901297,0.7099999841302633,0.0
127.925,-34.975,1,291.35999348945916,0.7099999841302633,0.0
127.975,-34.975,1,291.3899934887886,0.7099999841302633,0.0
128.025,-34.975,1,291.41999348811805,0.7099999841302633,0.0
128.075,-34.975,1,291.4499934874475,0.7099999841302633,0.0
128.125,-34.975,1,291.47999348677695,0.7099999841302633,0.0
128.175,-34.975,1,291.5199934858829,0.7099999841302633,0.0
128.225,-34.975,1,291.5599934849888,0.7099999841302633,0.0
128.275,-34.975,1,291.59999348409474,0.7099999841302633,0.0
128.325,-34.975,1,291.63999348320067,0.7099999841302633,0.0
128.375,-34.975,1,291.6699934825301,0.7099999841302633,0.0
128.425,-34.975,1,291.70999348163605,0.7099999841302633,0.0
128.475,-34.975,1,291.729993481189,0.7099999841302633,0.0
128.525,-34.975,1,291.749993480742,0.7099999841302633,0.0
128.575,-34.975,1,291.75999348051846,0.7099999841302633,0.0
128.625,-34.975,1,291.76999348029494,0.7099999841302633,0.0
128.675,-34.975,1,291.7799934800714,0.7099999841302633,0.0
128.725,-34.975,1,291.7899934798479,0.7099999841302633,0.0
128.775,-34.975,1,291.7999934796244,0.7099999841302633,0.0
128.825,-34.975,1,291.7999934796244,0.7099999841302633,0.0
128.875,-34.975,1,291.81999347917736,0.7199999839067459,0.0
128.925,-34.975,1,291.82999347895384,0.7199999839067459,0.0
128.975,-34.975,1,291.82999347895384,0.7199999839067459,0.0
129.025,-34.975,1,291.82999347895384,0.7199999839067459,0.0
129.075,-34.975,1,291.8399934787303,0.7199999839067459,0.0
129.125,-34.975,1,291.8399934787303,0.7199999839067459,0.0
129.175,-34.975,1,291.8399934787303,0.7199999839067459,0.0
129.225,-34.975,1,291.81999347917736,0.7199999839067459,0.0
129.275,-34.975,1,291.8099934794009,0.7199999839067459,0.0
129.325,-34.975,1,291.7899934798479,0.7199999839067459,0.0
129.375,-34.975,1,291.76999348029494,0.7199999839067459,0.0
129.425,-34.975,1,291.729993481189,0.7199999839067459,0.0
129.475,-34.975,1,291.70999348163605,0.7199999839067459,0.0
129.525,-34.975,1,291.6699934825301,0.7199999839067459,0.0
129.575,-34.975,1,291.6299934834242,0.7199999839067459,0.0
129.625,-34.975,1,291.59999348409474,0.7199999839067459,0.0
129.675,-34.975,1,291.5599934849888,0.7199999839067459,0.0
129.725,-34.975,1,291.5199934858829,0.7199999839067459,0.0
129.775,-34.975,1,291.4999934863299,0.7199999839067459,0.0
129.825,-34.975,1,291.46999348700047,0.7199999839067459,0.0
129.875,-34.975,1,291.4499934874475,0.7199999839067459,0.0
129.925,-34.975,1,291.42999348789454,0.7199999839067459,0.0
129.975,-34.975,1,291.41999348811805,0.7199999839067459,0.0
119.525,-34.925,1,292.2599934693426,0.8999999798834324,0.0
119.575,-34.925,1,292.21999347023666,0.8999999798834324,0.0
119.625,-34.925,1,292.1999934706837,0.8899999801069498,0.0
119.675,-34.925,1,292.16999347135425,0.8899999801069498,0.0
119.725,-34.925,1,292.16999347135425,0.8899999801069498,0.0
119.775,-34.925,1,292.17999347113073,0.8899999801069498,0.0
119.825,-34.925,1,292.16999347135425,0.8899999801069498,0.0
119.875,-34.925,1,292.1999934706837,0.8799999803304672,0.0
119.925,-34.925,1,292.2099934704602,0.8799999803304672,0.0
119.975,-34.925,1,292.21999347023666,0.8799999803304672,0.0
120.025,-34.925,1,292.2399934697896,0.8799999803304672,0.0
120.075,-34.925,1,292.2499934695661,0.8799999803304672,0.0
120.125,-34.925,1,292.2499934695661,0.8799999803304672,0.0
120.175,-34.925,1,292.2399934697896,0.8699999805539846,0.0
120.225,-34.925,1,292.22999347001314,0.8699999805539846,0.0
120.275,-34.925,1,292.2399934697896,0.8699999805539846,0.0
120.325,-34.925,1,292.22999347001314,0.8699999805539846,0.0
120.375,-34.925,1,292.2499934695661,0.8699999805539846,0.0
120.425,-34.925,1,292.2699934691191,0.8599999807775021,0.0
120.475,-34.925,1,292.2999934684485,0.8599999807775021,0.0
120.525,-34.925,1,292.33999346755445,0.8599999807775021,0.0
120.575,-34.925,1,292.3699934668839,0.8599999807775021,0.0
120.625,-34.925,1,292.4099934659898,0.8599999807775021,0.0
120.675,-34.925,1,292.44999346509576,0.8499999810010195,0.0
120.725,-34.925,1,292.4799934644252,0.8499999810010195,0.0
120.775,-34.925,1,292.49999346397817,0.8499999810010195,0.0
120.825,-34.925,1,292.50999346375465,0.8499999810010195,0.0
120.875,-34.925,1,292.50999346375465,0.8499999810010195,0.0
120.925,-34.925,1,292.4799934644252,0.8399999812245369,0.0
120.975,-34.925,1,292.44999346509576,0.8399999812245369,0.0
121.025,-34.925,1,292.39999346621335,0.8399999812245369,0.0
121.075,-34.925,1,292.32999346777797,0.8399999812245369,0.0
121.125,-34.925,1,292.2499934695661,0.8399999812245369,0.0
121.175,-34.925,1,292.15999347157776,0.8299999814480543,0.0
121.225,-34.925,1,292.0799934733659,0.8299999814480543,0.0
121.275,-34.925,1,291.9799934756011,0.8299999814480543,0.0
121.325,-34.925,1,291.88999347761273,0.8299999814480543,0.0
121.375,-34.925,1,291.7999934796244,0.8299999814480543,0.0
121.425,-34.925,1,291.729993481189,0.8199999816715717,0.0
121.475,-34.925,1,291.6699934825301,0.8199999816715717,0.0
121.525,-34.925,1,291.63999348320067,0.8199999816715717,0.0
121.575,-34.925,1,291.6099934838712,0.8199999816715717,0.0
121.625,-34.925,1,291.6099934838712,0.8199999816715717,0.0
121.675,-34.925,1,291.6099934838712,0.8099999818950891,0.0
121.725,-34.925,1,291.6199934836477,0.8099999818950891,0.0
121.775,-34.925,1,291.64999348297715,0.8099999818950891,0.0
121.825,-34.925,1,291.6699934825301,0.8099999818950891,0.0
121.875,-34.925,1,291.70999348163605,0.8099999818950891,0.0
121.925,-34.925,1,291.7399934809655,0.7999999821186066,0.0
121.975,-34.925,1,291.7799934800714,0.7999999821186066,0.0
122.025,-34.925,1,291.7999934796244,0.7999999821186066,0.0
122.075,-34.925,1,291.81999347917736,0.7999999821186066,0.0
122.125,-34.925,1,291.82999347895384,0.7999999821186066,0.0
122.175,-34.925,1,291.82999347895384,0.7999999821186066,0.0
122.225,-34.925,1,291.8399934787303,0.789999982342124,0.0
122.275,-34.925,1,291.8399934787303,0.789999982342124,0.0
122.325,-34.925,1,291.8399934787303,0.789999982342124,0.0
122.375,-34.925,1,291.8499934785068,0.789999982342124,0.0
122.425,-34.925,1,291.8499934785068,0.789999982342124,0.0
122.475,-34.925,1,291.8499934785068,0.7799999825656414,0.0
122.525,-34.925,1,291.8599934782833,0.7799999825656414,0.0
122.575,-34.925,1,291.86999347805977,0.7799999825656414,0.0
122.625,-34.925,1,291.88999347761273,0.7799999825656414,0.0
122.675,-34.925,1,291.9099934771657,0.7799999825656414,0.0
122.725,-34.925,1,291.9199934769422,0.7699999827891588,0.0
122.775,-34.925,1,291.94999347627163,0.7699999827891588,0.0
122.825,-34.925,1,291.94999347627163,0.7699999827891588,0.0
122.875,-34.925,1,291.9599934760481,0.7699999827891588,0.0
122.925,-34.925,1,291.9699934758246,0.7699999827891588,0.0
122.975,-34.925,1,291.9599934760481,0.7699999827891588,0.0
123.025,-34.925,1,291.94999347627163,0.7599999830126762,0.0
123.075,-34.925,1,291.94999347627163,0.7599999830126762,0.0
123.125,-34.925,1,291.9199934769422,0.7599999830126762,0.0
123.175,-34.925,1,291.8999934773892,0.7599999830126762,0.0
123.225,-34.925,1,291.87999347783625,0.7599999830126762,0.0
123.275,-34.925,1,291.8599934782833,0.7599999830126762,0.0
123.325,-34.925,1,291.8399934787303,0.7499999832361937,0.0
123.375,-34.925,1,291.81999347917736,0.7499999832361937,0.0
123.425,-34.925,1,291.7999934796244,0.7499999832361937,0.0
123.475,-34.925,1,291.7799934800714,0.7499999832361937,0.0
123.525,-34.925,1,291.749993480742,0.7499999832361937,0.0
123.575,-34.925,1,291.729993481189,0.7499999832361937,0.0
123.625,-34.925,1,291.6899934820831,0.7399999834597111,0.0
123.675,-34.925,1,291.6699934825301,0.7399999834597111,0.0
123.725,-34.925,1,291.6299934834242,0.7399999834597111,0.0
123.775,-34.925,1,291.59999348409474,0.7399999834597111,0.0
123.825,-34.925,1,291.5699934847653,0.7399999834597111,0.0
123.875,-34.925,1,291.5499934852123,0.7399999834597111,0.0
123.925,-34.925,1,291.52999348565936,0.7399999834597111,0.0
123.975,-34.925,1,291.4999934863299,0.7299999836832285,0.0
124.025,-34.925,1,291.47999348677695,0.7299999836832285,0.0
124.075,-34.925,1,291.459993487224,0.7299999836832285,0.0
124.125,-34.925,1,291.439993487671,0.7299999836832285,0.0
124.175,-34.925,1,291.42999348789454,0.7299999836832285,0.0
124.225,-34.925,1,291.40999348834157,0.7299999836832285,0.0
124.275,-34.925,1,291.3899934887886,0.7299999836832285,0.0
124.325,-34.925,1,291.36999348923564,0.7199999839067459,0.0
124.375,-34.925,1,291.35999348945916,0.7199999839067459,0.0
124.425,-34.925,1,291.3399934899062,0.7199999839067459,0.0
124.475,-34.925,1,291.3299934901297,0.7199999839067459,0.0
124.525,-34.925,1,291.3299934901297,0.7199999839067459,0.0
124.575,-34.925,1,291.3199934903532,0.7199999839067459,0.0
124.625,-34.925,1,291.30999349057674,0.7199999839067459,0.0
124.675,-34.925,1,291.29999349080026,0.7099999841302633,0.0
124.725,-34.925,1,291.29999349080026,0.7099999841302633,0.0
124.775,-34.925,1,291.2899934910238,0.7099999841302633,0.0
124.825,-34.925,1,291.2899934910238,0.7099999841302633,0.0
124.875,-34.925,1,291.2799934912473,0.7099999841302633,0.0
124.925,-34.925,1,291.2799934912473,0.7099999841302633,0.0
124.975,-34.925,1,291.2799934912473,0.7099999841302633,0.0
125.025,-34.925,1,291.2799934912473,0.7099999841302633,0.0
125.075,-34.925,1,291.2699934914708,0.7099999841302633,0.0
125.125,-34.925,1,291.2699934914708,0.6999999843537807,0.0
125.175,-34.925,1,291.25999349169433,0.6999999843537807,0.0
125.225,-34.925,1,291.25999349169433,0.6999999843537807,0.0
125.275,-34.925,1,291.24999349191785,0.6999999843537807,0.0
125.325,-34.925,1,291.2299934923649,0.6999999843537807,0.0
125.375,-34.925,1,291.2199934925884,0.6999999843537807,0.0
125.425,-34.925,1,291.2099934928119,0.6999999843537807,0.0
125.475,-34.925,1,291.19999349303544,0.6999999843537807,0.0
125.525,-34.925,1,291.18999349325895,0.6999999843537807,0.0
125.575,-34.925,1,291.17999349348247,0.6999999843537807,0.0
125.625,-34.925,1,291.17999349348247,0.6999999843537807,0.0
125.675,-34.925,1,291.169993493706,0.6899999845772982,0.0
125.725,-34.925,1,291.169993493706,0.6899999845772982,0.0
125.775,-34.925,1,291.169993493706,0.6899999845772982,0.0
125.825,-34.925,1,291.169993493706,0.6899999845772982,0.0
125.875,-34.925,1,291.18999349325895,0.6899999845772982,0.0
125.925,-34.925,1,291.18999349325895,0.6899999845772982,0.0
125.975,-34.925,1,291.19999349303544,0.6899999845772982,0.0
126.025,-34.925,1,291.19999349303544,0.6899999845772982,0.0
126.075,-34.925,1,291.2099934928119,0.6899999845772982,0.0
126.125,-34.925,1,291.2099934928119,0.6899999845772982,0.0
126.175,-34.925,1,291.2099934928119,0.6899999845772982,0.0
126.225,-34.925,1,291.19999349303544,0.6899999845772982,0.0
126.275,-34.925,1,291.18999349325895,0.6899999845772982,0.0
126.325,-34.925,1,291.17999349348247,0.6899999845772982,0.0
126.375,-34.925,1,291.169993493706,0.6899999845772982,0.0
126.425,-34.925,1,291.169993493706,0.6899999845772982,0.0
126.475,-34.925,1,291.149993494153,0.6999999843537807,0.0
126.525,-34.925,1,291.13999349437654,0.6999999843537807,0.0
126.575,-34.925,1,291.12999349460006,0.6999999843537807,0.0
126.625,-34.925,1,291.1199934948236,0.6999999843537807,0.0
126.675,-34.925,1,291.0999934952706,0.6999999843537807,0.0
126.725,-34.925,1,291.0899934954941,0.6999999843537807,0.0
126.775,-34.925,1,291.07999349571764,0.6999999843537807,0.0
126.825,-34.925,1,291.06999349594116,0.6999999843537807,0.0
126.875,-34.925,1,291.06999349594116,0.6999999843537807,0.0
126.925,-34.925,1,291.06999349594116,0.6999999843537807,0.0
126.975,-34.925,1,291.07999349571764,0.6999999843537807,0.0
127.025,-34.925,1,291.0899934954941,0.6999999843537807,0.0
127.075,-34.925,1,291.0999934952706,0.6999999843537807,0.0
127.125,-34.925,1,291.1099934950471,0.6999999843537807,0.0
127.175,-34.925,1,291.12999349460006,0.6999999843537807,0.0
127.225,-34.925,1,291.149993494153,0.6999999843537807,0.0
127.275,-34.925,1,291.1599934939295,0.6999999843537807,0.0
127.325,-34.925,1,291.17999349348247,0.6999999843537807,0.0
127.375,-34.925,1,291.18999349325895,0.6999999843537807,0.0
127.425,-34.925,1,291.2099934928119,0.6999999843537807,0.0
127.475,-34.925,1,291.2299934923649,0.6999999843537807,0.0
127.525,-34.925,1,291.24999349191785,0.6999999843537807,0.0
127.575,-34.925,1,291.24999349191785,0.6999999843537807,0.0
127.625,-34.925,1,291.25999349169433,0.6999999843537807,0.0
127.675,-34.925,1,291.2699934914708,0.6999999843537807,0.0
127.725,-34.925,1,291.2799934912473,0.6999999843537807,0.0
127.775,-34.925,1,291.29999349080026,0.6999999843537807,0.0
127.825,-34.925,1,291.3199934903532,0.6999999843537807,0.0
127.875,-34.925,1,291.3399934899062,0.7099999841302633,0.0
127.925,-34.925,1,291.36999348923564,0.7099999841302633,0.0
127.975,-34.925,1,291.3999934885651,0.7099999841302633,0.0
128.025,-34.925,1,291.439993487671,0.7099999841302633,0.0
128.075,-34.925,1,291.47999348677695,0.7099999841302633,0.0
128.125,-34.925,1,291.5099934861064,0.7099999841302633,0.0
128.175,-34.925,1,291.5499934852123,0.7099999841302633,0.0
128.225,-34.925,1,291.58999348431826,0.7099999841302633,0.0
128.275,-34.925,1,291.6199934836477,0.7099999841302633,0.0
128.325,-34.925,1,291.65999348275363,0.7099999841302633,0.0
128.375,-34.925,1,291.69999348185956,0.7099999841302633,0.0
128.425,-34.925,1,291.729993481189,0.7099999841302633,0.0
128.475,-34.925,1,291.75999348051846,0.7099999841302633,0.0
128.525,-34.925,1,291.76999348029494,0.7099999841302633,0.0
128.575,-34.925,1,291.7799934800714,0.7099999841302633,0.0
128.625,-34.925,1,291.7899934798479,0.7099999841302633,0.0
128.675,-34.925,1,291.7999934796244,0.7099999841302633,0.0
128.725,-34.925,1,291.8099934794009,0.7099999841302633,0.0
128.775,-34.925,1,291.8099934794009,0.7099999841302633,0.0
128.825,-34.925,1,291.82999347895384,0.7099999841302633,0.0
128.875,-34.925,1,291.8399934787303,0.7099999841302633,0.0
128.925,-34.925,1,291.8499934785068,0.7199999839067459,0.0
128.975,-34.925,1,291.8599934782833,0.7199999839067459,0.0
129.025,-34.925,1,291.8599934782833,0.7199999839067459,0.0
129.075,-34.925,1,291.86999347805977,0.7199999839067459,0.0
129.125,-34.925,1,291.86999347805977,0.7199999839067459,0.0
129.175,-34.925,1,291.8599934782833,0.7199999839067459,0.0
129.225,-34.925,1,291.8599934782833,0.7199999839067459,0.0
129.275,-34.925,1,291.8499934785068,0.7199999839067459,0.0
129.325,-34.925,1,291.81999347917736,0.7199999839067459,0.0
129.375,-34.925,1,291.7999934796244,0.7199999839067459,0.0
129.425,-34.925,1,291.7799934800714,0.7199999839067459,0.0
129.475,-34.925,1,291.749993480742,0.7199999839067459,0.0
129.525,-34.925,1,291.70999348163605,0.7199999839067459,0.0
129.575,-34.925,1,291.6799934823066,0.7199999839067459,0.0
129.625,-34.925,1,291.64999348297715,0.7199999839067459,0.0
129.675,-34.925,1,291.6099934838712,0.7199999839067459,0.0
129.725,-34.925,1,291.5699934847653,0.7199999839067459,0.0
129.775,-34.925,1,291.52999348565936,0.7199999839067459,0.0
129.825,-34.925,1,291.5099934861064,0.7199999839067459,0.0
129.875,-34.925,1,291.4999934863299,0.7199999839067459,0.0
129.925,-34.925,1,291.46999348700047,0.7199999839067459,0.0
129.975,-34.925,1,291.459993487224,0.7199999839067459,0.0
119.525,-34.875,1,292.39999346621335,0.8999999798834324,0.0
119.575,-34.875,1,292.3599934671074,0.8999999798834324,0.0
119.625,-34.875,1,292.33999346755445,0.8899999801069498,0.0
119.675,-34.875,1,292.3199934680015,0.8899999801069498,0.0
119.725,-34.875,1,292.309993468225,0.8899999801069498,0.0
119.775,-34.875,1,292.309993468225,0.8899999801069498,0.0
119.825,-34.875,1,292.3199934680015,0.8899999801069498,0.0
119.875,-34.875,1,292.32999346777797,0.8799999803304672,0.0
119.925,-34.875,1,292.32999346777797,0.8799999803304672,0.0
119.975,-34.875,1,292.33999346755445,0.8799999803304672,0.0
120.025,-34.875,1,292.33999346755445,0.8799999803304672,0.0
120.075,-34.875,1,292.33999346755445,0.8799999803304672,0.0
120.125,-34.875,1,292.33999346755445,0.8699999805539846,0.0
120.175,-34.875,1,292.32999346777797,0.8699999805539846,0.0
120.225,-34.875,1,292.309993468225,0.8699999805539846,0.0
120.275,-34.875,1,292.309993468225,0.8699999805539846,0.0
